Dis No,Hazard  Group,Hazard Type,Specific Hazard Name,Hazard Type Final,ISO,Data Source Type,Source Level,Source Origin,Reliability Rating,Start Year,Start Month,Start Day,End Year,End Month,End Day,Event Season,Data Entry Date,Data Last Updated,Magnitude,Magnitude Scale,Region,Country,Total Deaths,No. Affected,Location,Total Economic Loss,No. Houses Damaged/Destroyed,No. Houses Damaged,No. Houses Destroyed,No. Infrastucture Destroyed/Damaged,Gender Data Availability,No.Gender Female,No.Gender Male,No. Gender Other,No. Children,No. Disabled Population,Glide Number,Source Website,Complimentry Resources,
MET-20120912-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,12,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Jagodina-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Дошло је до пожара у којем је горела трава и ниско растиње кроз багремову и букову шуму на површини око 15 хектара.
MET-20120501-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,5,1,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Raška,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожар је захватио 100 хектара борове шуме власништво ЈП ""Србијашуме""."
MET-20120420-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,4,20,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20121026-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,26,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Према информацији Оперативног центра у Прокупљу,  у 13:50 часова, избио је пожар у атару села Мала Плана, општина Прокупље. Захваћено је 15 хектара, суве траве, ниског растиња и воћњака марела и шљива."
MET-20120924-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,24,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Ватра је захватила суву траву, ниско растиње и оранице, на површини од око 15 хектара."
MET-20120817-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,17,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"пожар у којем је горела сува трава и ниско растиње, приземно кроз храстову шуму на површини од око 60 хектара."
MET-20120722-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,7,22,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20121002-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,2,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У 13:53 часова, у атару села Грабовац, општина  Прокупље, избио је пожар у којем је горела сува трава и ниско растиње кроз храстову шуму на површини од око 50 хектара."
MET-20121010-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,10,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Према информацији Оперативног центра у Прокупљу, у 15:35 часова, у атару села Горња Стражава, општина Прокупље, избио пожар. 
Горела је сува трава и ниско растиње, већа површина под воћем и суво лишће приземно кроз храстову шуму на укупној површини око 60 хектара."
MET-20120811-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,11,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"горела сува трава, ниско растиње и шибље"
MET-20120926-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,26,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожар је захватио суву траву, ниско растиње и напуштене воћњаке на површини од 50 хектара."
MET-20120810-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,10,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Ватра је захватила суву траву на површини од 60 до 70 хектара и 7.5 хектара борове шуме.
MET-20120829-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,29,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Ватра је на површини од око 20 хектара захватила стрнику, суву траву, ниско растиње и суво лишће, приземно кроз храстову шуму и 20 стабала вишања."
MET-20120805-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,5,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prijepolje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У пожару је горело ниско растиње, мешовита шума на површини од око 15  хектара."
MET-20120712-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,7,12,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prijepolje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожаром је захвћена смрекова и борова шума, ниско растиње и суво грање."
MET-20120909-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,9,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Preševo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У пожару је горела сува трава и ниско растиње кроз храстову шуму, на површини око 250 хектара."
MET-20120929-WBTC-SRB-0004,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,29,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Preševo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Горела је сува трава и ниско растиње кроз храстову шуму на површини од око 40 хектара.
MET-20120713-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,7,13,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Požega,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20120823-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,23,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Požega,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,пожар који је захватио око 25 хектара листопадне шуме.
MET-20121008-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,8,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Požega,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"07.10.2012. године, у 23:25 часова, у селу Горња Добриња, општина Пожега, избио је пожар. Захваћено је 10 хектара шуме, ниског растиња и ливаде. Пожар је локализован дана 08.10.2012. године, у 01:35, а ликвидиран у 03:50 часова"
MET-20120318-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,3,18,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pirot,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"дошло је до пожара у коме је горела сува трава и ниско растиње, Током вечери пожар је захватио  четинарску и листопадни шуму, као и суву траву и растиње на површини од око 400 хектара на неприступачном терену."
MET-20121003-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,3,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pirot,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"око 15:00 часова, у атару села Присјан, општина Пирот, дошло је до активирања пожара који је био ликвидиран у 13:00 часова. Пожар је приземни и захватио је површину од око 30 хектара суве траве и ниског растиња, а нагорео је и неутрвђени број стабала борове шуме. Пожар је локализован у 21:00 часова.Пожар који је избио 03.10.2012. године у атару села Присјан, општина Пирот, где је било захваћено око 50 хектара суве траве и ниског растиња и 20 хектара борове шуме, ликвидиран је 04.10.2012. године "
MET-20120815-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,15,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pirot,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Захваћена је сува трава и ниско растиње. Опожарена површина је око 100 хектара. Пожар је једним делом прошао приземно кроз букову шуму.
MET-20120913-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,13,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pirot,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожар захватио површину око 80 хектара. Горела је сува трава, ниско растиње, а једним делом  пожар је прошао приземно кроз борову шуму."
MET-20121022-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,22,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pirot,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У 14:35 часова, у атару села Војнеговац, општина Пирот, дошло је до пожара у којем је горела сува трава и ниско растиње на површини од око 17 хектара, као и приземни део храстове шуме на површини од око 3 хектара. Пожар је ликвидиран у 18:00  часова."
MET-20120701-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,7,1,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Niš-Niška Banja,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У пожару је изгорела борова, храстова и багремова шума, трава и ниско растиње."
MET-20120923-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,23,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Negotin,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Пожари је захватио борову и листопадну шуму на површини око 30 хектара.
MET-20120903-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,3,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Negotin,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Горела је сува трава на површини од око 10 ха.
MET-20120711-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,7,11,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Mionica,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20121002-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,2,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Medveða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У 15.25 часова, у рејону места Чокотин, општина Медвеђа, дошло је до пожара на отвореном простору у којем је горело ниско растиње и трава кроз храстову шуму на површини око 15 хектара."
MET-20120329-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,3,29,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Medveða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Ватра је захватила ниско растиње кроз храстову шуму на површини од око 50 хектара.
MET-20120830-WBTC-SRB-0005,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,30,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Medveða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Почетни пожар се догодио 29., а проширио се 30.08., на 30 хектара храстове шиуме, власништво Зећири Синана из Трупала, општина Медвеђа и Раима Ходе из Сијарине. Дана 02.09. опожарена површина се повећала на око 200 хектара. Пожар је ликвидиран 05.09.2012. године, а у гашењу је дејствовао хеликоптер Војске Србије."
MET-20120803-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,3,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Medveða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Пожаром су биле захваћене некошене ливаде и ниско растиње на површини око 30 хектара.
MET-20120828-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,28,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Majdanpek,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20120831-WBTC-SRB-0005,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,31,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Majdanpek,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20120926-WBTC-SRB-0003,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,26,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Majdanpek,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожар је захватио око 150 хектара, претежно ливада и приземних делова шуме."
MET-20120908-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,8,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ljubovija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У атару села Дрлаче, општина Љубовија, дошло је до пожара који је захватио око 30 хектара ниског растиња."
MET-20120924-WBTC-SRB-0003,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,24,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ljig,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Ватра је захватила ливаду, ниско растиње, део шуме, на укупној површини од око 30 хектара и сењак приватних власника."
MET-20120831-WBTC-SRB-0006,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,31,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lučani,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожар који је 31.08.2012. године, избио у селу Вучковица, општина Лучани,  захватио је око 50 хектара шуме."
MET-20120829-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,29,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Loznica-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"захваћена површина од око 12 хектара листопадне шуме,"
MET-20120831-WBTC-SRB-0007,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,31,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Loznica-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,пожар  у којем је захваћена трава и ниско растиње и део шуме на површини од око 15 хектара.
MET-20120806-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,6,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Leskovac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Горела је сува трава и ниско растиње, кроз багремову и храстову шуму претећи да захвати и стамбене објекте. Прошао је и кроз воћњаке шљива и јабука."
MET-20120803-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,3,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lebane,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,утврђено је да је пожаром захваћена сува трава и ниско растиње на површини око 30 хектара и да је пожар прошао и кроз борову шуму.
MET-20120817-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,17,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lebane,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"пожар у којем је горела сува трава, ниско растиње и воћњаци непознатих власника на површини од око 50 хектара."
MET-20121008-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,8,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lebane,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У 18.40 часова, на територији општине Лебане, у реону насељеног места Свињарице, избио је пожар. На неприступачном терену била захваћена сува трава, ниско растиње и делом багремова шума на површини од око 20 хектара."
MET-20121020-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,20,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lebane,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"1 Према информацији Оперативног центра у Лесковцу, у 18:05 часова, на територији општине Лебане, у рејону насељеног места Пертате, избио је пожар. Ватра је на површини од око 30 хектара захватила суву траву, ниско растиње и напуштене воћњаке"
MET-20121008-WBTC-SRB-0003,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,8,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kućevo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожар који је избио дана 06.10.2012. године, у 13:35 часова, у атару насеља Наресница, потес  Гложане, општина Кучево, ликвидиран је у 02:00 часова. Горела је сува трава кроз букову шуму на површини око 30 хектара."
MET-20120325-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,3,25,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kućevo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,избио је пожар на отвореном простору. Ватра је захватила око 30 хектара траве и ниског растиња кроз ретку храстову шуму.
MET-20120326-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,3,26,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kućevo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Горела је трава на неприступаном терену, на површини од око 120 хектара."
MET-20120904-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,9,4,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kuršumlija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Пожаром је била захваћена површина око 30 хектара храстове и борове шуме, као и сува трава и ниско растиње."
MET-20120823-WBTC-SRB-0003,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,8,23,2012,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kuršumlija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"горело је суво лишће, трава, ниско растиње, и део воћњака, од чега  15 хектара у храстовој шуми. могућност да се пожар прошири ."
MET-20120326-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,3,26,2012,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kuršumlija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"На површини од око 50 хектара ватра је захватила суву траву, ниско растиње и једну напуштену кућу,повређен је један ватрогасац-спасилац."
MET-20121007-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,7,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kuršumlija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У 09:53 часова, у атару Пролом Бање, општина Куршумлија, дошло је до пожара у којем је захваћена сува трава, ниско растиње и суво лишће у храстовој шуми на површини око 50 хектара."
MET-20121006-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2012,10,6,2012,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kuršumlija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Према информацији Оперативног центра у Прокупљу,  у 15:00 часова, у Пролом Бањи, општина Куршумлија, избио је пољски пожар."
