Dis No,Hazard  Group,Hazard Type,Specific Hazard Name,Hazard Type Final,ISO,Data Source Type,Source Level,Source Origin,Reliability Rating,Start Year,Start Month,Start Day,End Year,End Month,End Day,Event Season,Data Entry Date,Data Last Updated,Magnitude,Magnitude Scale,Region,Country,Total Deaths,No. Affected,Location,Total Economic Loss,No. Houses Damaged/Destroyed,No. Houses Damaged,No. Houses Destroyed,No. Infrastucture Destroyed/Damaged,Gender Data Availability,No.Gender Female,No.Gender Male,No. Gender Other,No. Children,No. Disabled Population,Glide Number,Source Website,Complimentry Resources,
MET-20220621-WBTC-SRB-0003,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2022,6,21,2022,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Rača,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20220621-WBTC-SRB-0004,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2022,6,21,2022,0,0,Summer,12/29/2025,1/29/2026,482,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Topola,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20220527-WBTC-SRB-0001,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2022,5,27,2022,0,0,Spring,12/29/2025,1/29/2026,90,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kragujevac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20220510-WBTC-SRB-0002,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2022,5,10,2022,0,0,Spring,12/29/2025,1/29/2026,10,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ljubovija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20220616-WBTC-SRB-0001,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2022,6,16,2022,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Crna Trava,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210809-WBTC-SRB-0001,HydrologicalHazards,Droughts,Drought,drought,SRB,1,1,Desinventar,Very High,2021,8,9,2021,0,0,Summer,24/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lučani,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210728-WBTC-SRB-0001,HydrologicalHazards,Droughts,Drought,drought,SRB,1,1,Desinventar,Very High,2021,7,28,2021,0,0,Summer,24/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Gornji Milanovac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20211105-WBTC-SRB-0001,HydrologicalHazards,Floods,FlashFlood,flood,SRB,1,1,Desinventar,Very High,2021,11,5,2021,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vladimirci,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210717-WBTC-SRB-0001,HydrologicalHazards,Floods,FlashFlood,flood,SRB,1,1,Desinventar,Very High,2021,7,17,2021,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ćićevac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20211214-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,12,14,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Beograd-Zemun,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20211226-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,12,26,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kosjerić,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210720-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,7,20,2021,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bela Palanka,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210528-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,5,28,2021,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bela Palanka,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Pirot,
HYDRO-20210130-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,30,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bosilegrad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210110-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,10,2021,0,0,Winter,28/12/2025,1/29/2026,300,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210112-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,12,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Aleksinac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210112-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,12,2021,0,0,Winter,28/12/2025,1/29/2026,200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ražanj,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210113-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,13,2021,0,0,Winter,28/12/2025,1/29/2026,50,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ćićevac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210113-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,13,2021,0,0,Winter,28/12/2025,1/29/2026,200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kruševac-Grad,N/A,22,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210131-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,31,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kruševac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210130-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,30,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Niš-Niška Banja,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210130-WBTC-SRB-0003,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,30,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Doljevac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bojnik,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Leskovac,
HYDRO-20210111-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,20,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Babušnica,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0003,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,100,Bela Palanka,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210112-WBTC-SRB-0003,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,12,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kuršumlija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0004,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,265,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vladičin Han,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210110-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,10,2021,0,0,Winter,28/12/2025,1/29/2026,760,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vranje-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0005,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,500,Pirot,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0006,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vlasotince,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0007,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,30,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Gadžin Han,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210112-WBTC-SRB-0004,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,12,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Medveða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0008,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,30,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Dimitrovgrad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0009,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,793,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Leskovac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210110-WBTC-SRB-0003,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,10,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Žitoraða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0010,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ниш,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210110-WBTC-SRB-0004,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,10,2021,0,0,Winter,28/12/2025,1/29/2026,850,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bujanovac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20210111-WBTC-SRB-0011,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2021,1,11,2021,0,0,Winter,28/12/2025,1/29/2026,200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Doljevac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20211117-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,11,17,2021,0,0,Autumn,28/12/2025,1/29/2026,30,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kosjerić,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210805-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,8,5,2021,0,0,Summer,28/12/2025,1/29/2026,50,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bajina Bašta,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210805-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,8,5,2021,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Arilje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210717-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,17,2021,0,0,Summer,28/12/2025,1/29/2026,500,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Priboj,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210729-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,29,2021,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Nova Varoš,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210726-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,26,2021,0,0,Summer,28/12/2025,1/29/2026,30,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Priboj,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210712-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,12,2021,0,0,Summer,28/12/2025,1/29/2026,500,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Priboj,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210713-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,13,2021,0,0,Summer,28/12/2025,1/29/2026,100,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Nova Varoš,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210714-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,14,2021,0,0,Summer,28/12/2025,1/29/2026,20,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Nova Varoš,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210725-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,25,2021,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Nova Varoš,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210809-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,8,9,2021,0,0,Summer,28/12/2025,1/29/2026,12,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Nova Varoš,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210805-WBTC-SRB-0003,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,8,5,2021,0,0,Summer,28/12/2025,1/29/2026,30,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Nova Varoš,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210729-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,7,29,2021,0,0,Summer,28/12/2025,1/29/2026,80,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Gadžin Han,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210912-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,9,12,2021,0,0,Autumn,28/12/2025,1/29/2026,15,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Medveða,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Leskovac,
MET-20210505-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,5,5,2021,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,1,N/A,Bajina Bašta,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Uzice,
MET-20210502-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,5,2,2021,0,0,Spring,28/12/2025,1/29/2026,10,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Arilje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Uzice,
MET-20210502-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,5,2,2021,0,0,Spring,28/12/2025,1/29/2026,170,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Arilje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Uzice,
MET-20210331-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,3,31,2021,0,0,Spring,28/12/2025,1/29/2026,100,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210305-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,3,5,2021,0,0,Spring,28/12/2025,1/29/2026,10,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Despotovac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210305-WBTC-SRB-0002,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,3,5,2021,0,0,Spring,28/12/2025,1/29/2026,30,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Knjaževac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210321-WBTC-SRB-0001,MeteorologicalHazards,Fires,ForestFires,fire,SRB,1,1,Desinventar,Very High,2021,3,21,2021,0,0,Spring,28/12/2025,1/29/2026,10,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Čačak-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210701-WBTC-SRB-0001,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,1,2021,0,0,Summer,28/12/2025,1/29/2026,20,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Varvarin,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210715-WBTC-SRB-0001,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,15,2021,0,0,Summer,28/12/2025,1/29/2026,80,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kruševac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210715-WBTC-SRB-0002,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,15,2021,0,0,Summer,28/12/2025,1/29/2026,19,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Paraćin,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210715-WBTC-SRB-0003,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,15,2021,0,0,Summer,28/12/2025,1/29/2026,19,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ćuprija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210701-WBTC-SRB-0002,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,1,2021,0,0,Summer,28/12/2025,1/29/2026,50,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Požega,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210718-WBTC-SRB-0001,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,18,2021,0,0,Summer,28/12/2025,1/29/2026,2000,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Titel,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20210717-WBTC-SRB-0002,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,17,2021,0,0,Summer,28/12/2025,1/29/2026,3900,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Blace,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Prokuplje,komisija za procenu stete na poljoprivrednim kulturama akt broj II-87-1612/21 od 19.07.2021. godine
MET-20210719-WBTC-SRB-0001,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2021,7,19,2021,0,0,Summer,28/12/2025,1/29/2026,3016,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vršac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,OVS Pancevo,
